4_14_2 - 5_14_3
Input-Output Pair 0: [Failure revealed! (not pass threshold), 18 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 41: [Failure revealed! (not pass threshold), 15 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 42: [Failure revealed! (not pass threshold), 16 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 43: [pass correct (not pass threshold), 17 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 44: [pass correct (not pass threshold), 16 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 45: [pass correct (not pass threshold), 16 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 46: [pass correct (not pass threshold), 17 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 47: [pass correct (not pass threshold), 17 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt']]
Input-Output Pair 48: [Failure revealed! (not pass threshold), 16 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']]
Input-Output Pair 49: [Failure revealed! (not pass threshold), 14 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 50: [pass correct (not pass threshold), 13 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt']]
Input-Output Pair 51: [Failure revealed! (not pass threshold), 16 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 52: [Failure revealed! (not pass threshold), 13 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt']]
Input-Output Pair 53: [Failure revealed! (not pass threshold), 16 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 54: [Failure revealed! (not pass threshold), 15 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_14_14_5_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
11_14_4 - 14_14_5
